Date,Tesla_unscaled,Tesla_monthly,scale,Tesla
1/23/2020,78,42,0.42,32.76
1/24/2020,69,42,0.42,28.98
1/25/2020,60,42,0.42,25.2
1/26/2020,58,43,0.43,24.94
1/27/2020,59,43,0.43,25.37
1/28/2020,60,43,0.43,25.8
1/29/2020,74,43,0.43,31.82
1/30/2020,100,43,0.43,43
1/31/2020,78,43,0.43,33.54
2/1/2020,38,43,0.43,16.34
2/2/2020,33,67,0.67,22.11
2/3/2020,56,67,0.67,37.52
2/4/2020,100,67,0.67,67
2/5/2020,94,67,0.67,62.98
2/6/2020,73,67,0.67,48.91
2/7/2020,56,67,0.67,37.52
2/8/2020,40,67,0.67,26.8
2/9/2020,38,44,0.44,16.72
2/10/2020,46,44,0.44,20.24
2/11/2020,44,44,0.44,19.36
2/12/2020,41,44,0.44,18.04
2/13/2020,45,44,0.44,19.8
2/14/2020,42,44,0.44,18.48
2/15/2020,37,44,0.44,16.28
2/16/2020,37,45,0.45,16.65
2/17/2020,37,45,0.45,16.65
2/18/2020,42,45,0.45,18.9
2/19/2020,50,45,0.45,22.5
2/20/2020,47,45,0.45,21.15
2/21/2020,45,45,0.45,20.25
2/22/2020,39,45,0.45,17.55
2/23/2020,36,44,0.44,15.84
2/24/2020,44,44,0.44,19.36
2/25/2020,44,44,0.44,19.36
2/26/2020,41,44,0.44,18.04
2/27/2020,43,44,0.44,18.92
2/28/2020,48,44,0.44,21.12
2/29/2020,36,44,0.44,15.84
3/1/2020,74,39,0.39,28.86
3/2/2020,89,39,0.39,34.71
3/3/2020,92,39,0.39,35.88
3/4/2020,84,39,0.39,32.76
3/5/2020,85,39,0.39,33.15
3/6/2020,85,39,0.39,33.15
3/7/2020,75,39,0.39,29.25
3/8/2020,67,40,0.4,26.8
3/9/2020,100,40,0.4,40
3/10/2020,92,40,0.4,36.8
3/11/2020,83,40,0.4,33.2
3/12/2020,91,40,0.4,36.4
3/13/2020,91,40,0.4,36.4
3/14/2020,67,40,0.4,26.8
3/15/2020,61,37,0.37,22.57
3/16/2020,83,37,0.37,30.71
3/17/2020,79,37,0.37,29.23
3/18/2020,87,37,0.37,32.19
3/19/2020,91,37,0.37,33.67
3/20/2020,80,37,0.37,29.6
3/21/2020,60,37,0.37,22.2
3/22/2020,55,30,0.3,16.5
3/23/2020,71,30,0.3,21.3
3/24/2020,73,30,0.3,21.9
3/25/2020,72,30,0.3,21.6
3/26/2020,70,30,0.3,21
3/27/2020,63,30,0.3,18.9
3/28/2020,52,30,0.3,15.6
3/29/2020,51,28,0.28,14.28
3/30/2020,60,28,0.28,16.8
3/31/2020,60,28,0.28,16.8
4/1/2020,70,28,0.28,19.6
4/2/2020,75,28,0.28,21
4/3/2020,77,28,0.28,21.56
4/4/2020,54,28,0.28,15.12
4/5/2020,52,25,0.25,13
4/6/2020,67,25,0.25,16.75
4/7/2020,66,25,0.25,16.5
4/8/2020,69,25,0.25,17.25
4/9/2020,67,25,0.25,16.75
4/10/2020,60,25,0.25,15
4/11/2020,55,25,0.25,13.75
4/12/2020,54,29,0.29,15.66
4/13/2020,70,29,0.29,20.3
4/14/2020,86,29,0.29,24.94
4/15/2020,83,29,0.29,24.07
4/16/2020,77,29,0.29,22.33
4/17/2020,76,29,0.29,22.04
4/18/2020,63,29,0.29,18.27
4/19/2020,61,28,0.28,17.08
4/20/2020,74,28,0.28,20.72
4/21/2020,77,28,0.28,21.56
4/22/2020,74,28,0.28,20.72
4/23/2020,71,28,0.28,19.88
4/24/2020,67,28,0.28,18.76
4/25/2020,59,28,0.28,16.52
4/26/2020,61,36,0.36,21.96
4/27/2020,74,36,0.36,26.64
4/28/2020,78,36,0.36,28.08
4/29/2020,92,36,0.36,33.12
4/30/2020,100,36,0.36,36
5/1/2020,100,36,0.36,36
5/2/2020,89,36,0.36,32.04
5/3/2020,66,33,0.33,21.78
5/4/2020,73,33,0.33,24.09
5/5/2020,73,33,0.33,24.09
5/6/2020,74,33,0.33,24.42
5/7/2020,70,33,0.33,23.1
5/8/2020,73,33,0.33,24.09
5/9/2020,68,33,0.33,22.44
5/10/2020,72,34,0.34,24.48
5/11/2020,81,34,0.34,27.54
5/12/2020,83,34,0.34,28.22
5/13/2020,77,34,0.34,26.18
5/14/2020,69,34,0.34,23.46
5/15/2020,68,34,0.34,23.12
5/16/2020,63,34,0.34,21.42
5/17/2020,58,29,0.29,16.82
5/18/2020,65,29,0.29,18.85
5/19/2020,63,29,0.29,18.27
5/20/2020,61,29,0.29,17.69
5/21/2020,63,29,0.29,18.27
5/22/2020,61,29,0.29,17.69
5/23/2020,62,29,0.29,17.98
5/24/2020,60,35,0.35,21
5/25/2020,61,35,0.35,21.35
5/26/2020,66,35,0.35,23.1
5/27/2020,90,35,0.35,31.5
5/28/2020,77,35,0.35,26.95
5/29/2020,71,35,0.35,24.85
5/30/2020,95,35,0.35,33.25
5/31/2020,90,35,0.35,31.5
6/1/2020,75,35,0.35,26.25
6/2/2020,71,35,0.35,24.85
6/3/2020,65,35,0.35,22.75
6/4/2020,68,35,0.35,23.8
6/5/2020,68,35,0.35,23.8
6/6/2020,69,35,0.35,24.15
6/7/2020,68,41,0.41,27.88
6/8/2020,79,41,0.41,32.39
6/9/2020,81,41,0.41,33.21
6/10/2020,100,41,0.41,41
6/11/2020,98,41,0.41,40.18
6/12/2020,86,41,0.41,35.26
6/13/2020,75,41,0.41,30.75
6/14/2020,72,37,0.37,26.64
6/15/2020,75,37,0.37,27.75
6/16/2020,77,37,0.37,28.49
6/17/2020,75,37,0.37,27.75
6/18/2020,72,37,0.37,26.64
6/19/2020,76,37,0.37,28.12
6/20/2020,67,37,0.37,24.79
6/21/2020,74,36,0.36,26.64
6/22/2020,72,36,0.36,25.92
6/23/2020,71,36,0.36,25.56
6/24/2020,73,36,0.36,26.28
6/25/2020,72,36,0.36,25.92
6/26/2020,71,36,0.36,25.56
6/27/2020,71,36,0.36,25.56
6/28/2020,69,41,0.41,28.29
6/29/2020,71,41,0.41,29.11
6/30/2020,78,41,0.41,31.98
7/1/2020,59,41,0.41,24.19
7/2/2020,75,41,0.41,30.75
7/3/2020,58,41,0.41,23.78
7/4/2020,48,41,0.41,19.68
7/5/2020,50,50,0.5,25
7/6/2020,74,50,0.5,37
7/7/2020,79,50,0.5,39.5
7/8/2020,65,50,0.5,32.5
7/9/2020,59,50,0.5,29.5
7/10/2020,76,50,0.5,38
7/11/2020,67,50,0.5,33.5
7/12/2020,61,56,0.56,34.16
7/13/2020,95,56,0.56,53.2
7/14/2020,89,56,0.56,49.84
7/15/2020,72,56,0.56,40.32
7/16/2020,68,56,0.56,38.08
7/17/2020,65,56,0.56,36.4
7/18/2020,54,56,0.56,30.24
7/19/2020,51,56,0.56,28.56
7/20/2020,68,56,0.56,38.08
7/21/2020,73,56,0.56,40.88
7/22/2020,100,56,0.56,56
7/23/2020,97,56,0.56,54.32
7/24/2020,80,56,0.56,44.8
7/25/2020,59,56,0.56,33.04
7/26/2020,53,43,0.43,22.79
7/27/2020,66,43,0.43,28.38
7/28/2020,64,43,0.43,27.52
7/29/2020,59,43,0.43,25.37
7/30/2020,58,43,0.43,24.94
7/31/2020,60,43,0.43,25.8
8/1/2020,38,43,0.43,16.34
8/2/2020,39,39,0.39,15.21
8/3/2020,45,39,0.39,17.55
8/4/2020,41,39,0.39,15.99
8/5/2020,38,39,0.39,14.82
8/6/2020,38,39,0.39,14.82
8/7/2020,39,39,0.39,15.21
8/8/2020,35,39,0.39,13.65
8/9/2020,35,45,0.45,15.75
8/10/2020,38,45,0.45,17.1
8/11/2020,43,45,0.45,19.35
8/12/2020,59,45,0.45,26.55
8/13/2020,53,45,0.45,23.85
8/14/2020,48,45,0.45,21.6
8/15/2020,40,45,0.45,18
8/16/2020,39,55,0.55,21.45
8/17/2020,53,55,0.55,29.15
8/18/2020,61,55,0.55,33.55
8/19/2020,57,55,0.55,31.35
8/20/2020,63,55,0.55,34.65
8/21/2020,69,55,0.55,37.95
8/22/2020,48,55,0.55,26.4
8/23/2020,43,55,0.55,23.65
8/24/2020,60,55,0.55,33
8/25/2020,56,55,0.55,30.8
8/26/2020,56,55,0.55,30.8
8/27/2020,61,55,0.55,33.55
8/28/2020,63,55,0.55,34.65
8/29/2020,51,55,0.55,28.05
8/30/2020,47,77,0.77,36.19
8/31/2020,100,77,0.77,77
9/1/2020,95,77,0.77,73.15
9/2/2020,82,77,0.77,63.14
9/3/2020,82,77,0.77,63.14
9/4/2020,83,77,0.77,63.91
9/5/2020,50,77,0.77,38.5
9/6/2020,42,65,0.65,27.3
9/7/2020,48,65,0.65,31.2
9/8/2020,86,65,0.65,55.9
9/9/2020,89,65,0.65,57.85
9/10/2020,71,65,0.65,46.15
9/11/2020,63,65,0.65,40.95
9/12/2020,43,65,0.65,27.95
9/13/2020,40,53,0.53,21.2
9/14/2020,56,53,0.53,29.68
9/15/2020,64,53,0.53,33.92
9/16/2020,59,53,0.53,31.27
9/17/2020,55,53,0.53,29.15
9/18/2020,58,53,0.53,30.74
9/19/2020,42,53,0.53,22.26
9/20/2020,40,69,0.69,27.6
9/21/2020,65,69,0.69,44.85
9/22/2020,100,69,0.69,69
9/23/2020,99,69,0.69,68.31
9/24/2020,71,69,0.69,48.99
9/25/2020,60,69,0.69,41.4
9/26/2020,43,69,0.69,29.67
9/27/2020,40,49,0.49,19.6
9/28/2020,52,49,0.49,25.48
9/29/2020,51,49,0.49,24.99
9/30/2020,48,49,0.49,23.52
10/1/2020,89,49,0.49,43.61
10/2/2020,100,49,0.49,49
10/3/2020,75,49,0.49,36.75
10/4/2020,70,44,0.44,30.8
10/5/2020,87,44,0.44,38.28
10/6/2020,83,44,0.44,36.52
10/7/2020,87,44,0.44,38.28
10/8/2020,80,44,0.44,35.2
10/9/2020,80,44,0.44,35.2
10/10/2020,66,44,0.44,29.04
10/11/2020,64,43,0.43,27.52
10/12/2020,78,43,0.43,33.54
10/13/2020,80,43,0.43,34.4
10/14/2020,80,43,0.43,34.4
10/15/2020,96,43,0.43,41.28
10/16/2020,90,43,0.43,38.7
10/17/2020,69,43,0.43,29.67
10/18/2020,66,44,0.44,29.04
10/19/2020,78,44,0.44,34.32
10/20/2020,82,44,0.44,36.08
10/21/2020,100,44,0.44,44
10/22/2020,99,44,0.44,43.56
10/23/2020,83,44,0.44,36.52
10/24/2020,65,44,0.44,28.6
10/25/2020,61,36,0.36,21.96
10/26/2020,73,36,0.36,26.28
10/27/2020,70,36,0.36,25.2
10/28/2020,70,36,0.36,25.2
10/29/2020,69,36,0.36,24.84
10/30/2020,71,36,0.36,25.56
10/31/2020,55,36,0.36,19.8
11/1/2020,69,34,0.34,23.46
11/2/2020,90,34,0.34,30.6
11/3/2020,87,34,0.34,29.58
11/4/2020,75,34,0.34,25.5
11/5/2020,80,34,0.34,27.2
11/6/2020,94,34,0.34,31.96
11/7/2020,77,34,0.34,26.18
11/8/2020,73,37,0.37,27.01
11/9/2020,100,37,0.37,37
11/10/2020,97,37,0.37,35.89
11/11/2020,88,37,0.37,32.56
11/12/2020,87,37,0.37,32.19
11/13/2020,91,37,0.37,33.67
11/14/2020,78,37,0.37,28.86
