Date,Intel_unscaled,Intel_monthly,isPartial,scale,Intel
6/1/2020,84,76,,0.76,63.84
6/2/2020,83,76,,0.76,63.08
6/3/2020,85,76,,0.76,64.6
6/4/2020,87,76,,0.76,66.12
6/5/2020,90,76,,0.76,68.4
6/6/2020,80,76,,0.76,60.8
6/7/2020,81,80,FALSE,0.8,64.8
6/8/2020,86,80,,0.8,68.8
6/9/2020,89,80,,0.8,71.2
6/10/2020,88,80,,0.8,70.4
6/11/2020,89,80,,0.8,71.2
6/12/2020,86,80,,0.8,68.8
6/13/2020,83,80,,0.8,66.4
6/14/2020,85,78,FALSE,0.78,66.3
6/15/2020,85,78,,0.78,66.3
6/16/2020,90,78,,0.78,70.2
6/17/2020,89,78,,0.78,69.42
6/18/2020,93,78,,0.78,72.54
6/19/2020,84,78,,0.78,65.52
6/20/2020,78,78,,0.78,60.84
6/21/2020,77,82,FALSE,0.82,63.14
6/22/2020,99,82,,0.82,81.18
6/23/2020,100,82,,0.82,82
6/24/2020,88,82,,0.82,72.16
6/25/2020,89,82,,0.82,72.98
6/26/2020,93,82,,0.82,76.26
6/27/2020,83,82,,0.82,68.06
6/28/2020,85,75,FALSE,0.75,63.75
6/29/2020,81,75,,0.75,60.75
6/30/2020,85,75,,0.75,63.75
7/1/2020,69,75,,0.75,51.75
7/2/2020,73,75,,0.75,54.75
7/3/2020,70,75,,0.75,52.5
7/4/2020,65,75,,0.75,48.75
7/5/2020,64,74,FALSE,0.74,47.36
7/6/2020,71,74,,0.74,52.54
7/7/2020,68,74,,0.74,50.32
7/8/2020,70,74,,0.74,51.8
7/9/2020,75,74,,0.74,55.5
7/10/2020,70,74,,0.74,51.8
7/11/2020,63,74,,0.74,46.62
7/12/2020,62,74,FALSE,0.74,45.88
7/13/2020,65,74,,0.74,48.1
7/14/2020,66,74,,0.74,48.84
7/15/2020,71,74,,0.74,52.54
7/16/2020,73,74,,0.74,54.02
7/17/2020,69,74,,0.74,51.06
7/18/2020,64,74,,0.74,47.36
7/19/2020,64,83,FALSE,0.83,53.12
7/20/2020,68,83,,0.83,56.44
7/21/2020,70,83,,0.83,58.1
7/22/2020,73,83,,0.83,60.59
7/23/2020,79,83,,0.83,65.57
7/24/2020,100,83,,0.83,83
7/25/2020,81,83,,0.83,67.23
7/26/2020,72,84,FALSE,0.84,60.48
7/27/2020,87,84,,0.84,73.08
7/28/2020,87,84,,0.84,73.08
7/29/2020,82,84,,0.84,68.88
7/30/2020,80,84,,0.84,67.2
7/31/2020,73,84,,0.84,61.32
8/1/2020,84,84,,0.84,70.56
8/2/2020,83,80,FALSE,0.8,66.4
8/3/2020,92,80,,0.8,73.6
8/4/2020,93,80,,0.8,74.4
8/5/2020,93,80,,0.8,74.4
8/6/2020,95,80,,0.8,76
8/7/2020,94,80,,0.8,75.2
8/8/2020,81,80,,0.8,64.8
8/9/2020,84,78,FALSE,0.78,65.52
8/10/2020,86,78,,0.78,67.08
8/11/2020,93,78,,0.78,72.54
8/12/2020,89,78,,0.78,69.42
8/13/2020,95,78,,0.78,74.1
8/14/2020,91,78,,0.78,70.98
8/15/2020,83,78,,0.78,64.74
8/16/2020,83,80,FALSE,0.8,66.4
8/17/2020,88,80,,0.8,70.4
8/18/2020,95,80,,0.8,76
8/19/2020,93,80,,0.8,74.4
8/20/2020,100,80,,0.8,80
8/21/2020,92,80,,0.8,73.6
8/22/2020,81,80,,0.8,64.8
8/23/2020,77,77,FALSE,0.77,59.29
8/24/2020,91,77,,0.77,70.07
8/25/2020,88,77,,0.77,67.76
8/26/2020,92,77,,0.77,70.84
8/27/2020,91,77,,0.77,70.07
8/28/2020,90,77,,0.77,69.3
8/29/2020,87,77,,0.77,66.99
8/30/2020,83,85,FALSE,0.85,70.55
8/31/2020,91,85,,0.85,77.35
9/1/2020,87,85,,0.85,73.95
9/2/2020,97,85,,0.85,82.45
9/3/2020,100,85,,0.85,85
9/4/2020,84,85,,0.85,71.4
9/5/2020,79,85,,0.85,67.15
9/6/2020,79,77,FALSE,0.77,60.83
9/7/2020,78,77,,0.77,60.06
9/8/2020,86,77,,0.77,66.22
9/9/2020,81,77,,0.77,62.37
9/10/2020,80,77,,0.77,61.6
9/11/2020,76,77,,0.77,58.52
9/12/2020,71,77,,0.77,54.67
9/13/2020,71,75,FALSE,0.75,53.25
9/14/2020,79,75,,0.75,59.25
9/15/2020,77,75,,0.75,57.75
9/16/2020,74,75,,0.75,55.5
9/17/2020,78,75,,0.75,58.5
9/18/2020,78,75,,0.75,58.5
9/19/2020,68,75,,0.75,51
9/20/2020,67,71,FALSE,0.71,47.57
9/21/2020,71,71,,0.71,50.41
9/22/2020,77,71,,0.71,54.67
9/23/2020,74,71,,0.71,52.54
9/24/2020,76,71,,0.71,53.96
9/25/2020,71,71,,0.71,50.41
9/26/2020,69,71,,0.71,48.99
9/27/2020,65,70,FALSE,0.7,45.5
9/28/2020,69,70,,0.7,48.3
9/29/2020,75,70,,0.7,52.5
9/30/2020,73,70,,0.7,51.1
10/1/2020,92,70,,0.7,64.4
10/2/2020,90,70,,0.7,63
10/3/2020,86,70,,0.7,60.2
10/4/2020,82,71,FALSE,0.71,58.22
10/5/2020,89,71,,0.71,63.19
10/6/2020,88,71,,0.71,62.48
10/7/2020,91,71,,0.71,64.61
10/8/2020,98,71,,0.71,69.58
10/9/2020,89,71,,0.71,63.19
10/10/2020,83,71,,0.71,58.93
10/11/2020,78,70,FALSE,0.7,54.6
10/12/2020,86,70,,0.7,60.2
10/13/2020,93,70,,0.7,65.1
10/14/2020,94,70,,0.7,65.8
10/15/2020,93,70,,0.7,65.1
10/16/2020,90,70,,0.7,63
10/17/2020,82,70,,0.7,57.4
10/18/2020,79,71,FALSE,0.71,56.09
10/19/2020,90,71,,0.71,63.9
10/20/2020,97,71,,0.71,68.87
10/21/2020,91,71,,0.71,64.61
10/22/2020,95,71,,0.71,67.45
10/23/2020,100,71,,0.71,71
10/24/2020,83,71,,0.71,58.93
10/25/2020,78,67,FALSE,0.67,52.26
10/26/2020,85,67,,0.67,56.95
10/27/2020,89,67,,0.67,59.63
10/28/2020,88,67,,0.67,58.96
10/29/2020,91,67,,0.67,60.97
10/30/2020,85,67,,0.67,56.95
10/31/2020,82,67,,0.67,54.94
11/1/2020,69,62,FALSE,0.62,42.78
11/2/2020,81,62,,0.62,50.22
11/3/2020,80,62,,0.62,49.6
11/4/2020,68,62,,0.62,42.16
11/5/2020,80,62,,0.62,49.6
11/6/2020,76,62,,0.62,47.12
11/7/2020,71,62,,0.62,44.02
11/8/2020,71,74,FALSE,0.74,52.54
11/9/2020,82,74,,0.74,60.68
11/10/2020,92,74,,0.74,68.08
11/11/2020,100,74,,0.74,74
11/12/2020,95,74,,0.74,70.3
11/13/2020,90,74,,0.74,66.6
11/14/2020,82,74,,0.74,60.68
11/15/2020,100,81,FALSE,0.81,81
11/16/2020,100,81,,0.81,81
11/17/2020,99,81,,0.81,80.19
11/18/2020,92,81,,0.81,74.52
11/19/2020,95,81,,0.81,76.95
11/20/2020,96,81,,0.81,77.76
11/21/2020,89,81,,0.81,72.09
11/22/2020,87,78,TRUE,0.78,67.86
11/23/2020,96,78,,0.78,74.88
