Date,Open,High,Low,Close,Adj Close,Volume
2019-09-10,51.330002,51.840000,50.830002,51.820000,50.285992,18532000
2019-09-11,51.599998,52.790001,51.380001,52.790001,51.227276,18968900
2019-09-12,53.000000,53.330002,52.070000,53.009998,51.440758,23308700
2019-09-13,52.759998,53.000000,52.230000,52.540001,50.984676,18010800
2019-09-16,51.900002,52.290001,51.700001,52.200001,50.654743,13354600
2019-09-17,52.049999,52.139999,51.349998,51.950001,50.412144,19641100
2019-09-18,52.130001,52.130001,51.160000,51.740002,50.208355,14906800
2019-09-19,51.700001,51.990002,51.500000,51.570000,50.043388,11428400
2019-09-20,51.599998,51.880001,50.560001,50.720001,49.218555,37067900
2019-09-23,50.830002,51.230000,50.389999,50.900002,49.393223,18916600
2019-09-24,51.099998,51.180000,49.639999,49.820000,48.345192,28197400
2019-09-25,49.750000,51.209999,49.419998,51.020000,49.509670,19486700
2019-09-26,50.980000,51.150002,50.340000,50.919998,49.412628,11351800
2019-09-27,50.630001,51.220001,50.340000,50.779999,49.276779,14845700
2019-09-30,51.189999,51.599998,50.939999,51.529999,50.004570,13652100
2019-10-01,51.970001,52.240002,50.430000,50.759998,49.257366,18413100
2019-10-02,50.310001,50.369999,48.980000,49.389999,47.927925,20078700
2019-10-03,49.500000,50.070000,48.529999,50.029999,48.548981,16320100
2019-10-04,50.349998,50.970001,50.029999,50.919998,49.412628,12644900
2019-10-07,50.700001,51.230000,50.560001,50.619999,49.121510,12081400
2019-10-08,50.160000,50.480000,49.610001,49.730000,48.257858,17409100
2019-10-09,50.470001,50.790001,50.150002,50.480000,48.985657,11834900
2019-10-10,50.410000,51.779999,50.400002,51.110001,49.597008,13907900
2019-10-11,52.000000,52.790001,51.820000,52.090000,50.547997,24072500
2019-10-14,51.900002,51.950001,51.439999,51.639999,50.111317,15016800
2019-10-15,51.930000,53.070000,51.830002,52.650002,51.091419,18878100
2019-10-16,52.349998,52.560001,52.119999,52.450001,50.897339,14769300
2019-10-17,52.639999,52.840000,51.380001,51.860001,50.324806,16533900
2019-10-18,51.750000,51.820000,51.029999,51.360001,49.839607,16974100
2019-10-21,51.520000,52.169998,51.340000,52.130001,50.586815,12189000
2019-10-22,51.900002,52.320000,51.889999,52.009998,50.470360,13114300
2019-10-23,51.369999,51.959999,51.200001,51.720001,50.188950,15887500
2019-10-24,52.090000,52.430000,51.430000,52.230000,50.683853,23413000
2019-10-25,54.189999,56.610001,53.919998,56.459999,54.788631,59767700
2019-10-28,56.380001,56.810001,56.060001,56.759998,55.079754,32307500
2019-10-29,56.369999,57.240002,56.240002,56.340000,54.672188,18155800
2019-10-30,56.320000,56.630001,55.619999,56.599998,54.924488,15248000
2019-10-31,56.330002,56.599998,55.619999,56.529999,54.856560,19249700
2019-11-01,55.939999,56.650002,55.619999,56.509998,54.837147,17953500
2019-11-04,56.930000,57.799999,56.849998,57.610001,55.904587,19068000
2019-11-05,57.470001,58.349998,57.209999,57.549999,55.846367,20865400
2019-11-06,57.490002,57.709999,56.980000,57.599998,56.202511,17721000
2019-11-07,58.000000,58.549999,57.860001,58.049999,56.641590,16962800
2019-11-08,57.849998,58.299999,57.310001,58.270000,56.856258,11888900
2019-11-11,57.970001,58.500000,57.900002,58.349998,56.934311,11228900
2019-11-12,58.400002,58.799999,58.029999,58.200001,56.787952,11952500
2019-11-13,57.869999,57.970001,57.349998,57.889999,56.485474,15332700
2019-11-14,57.610001,58.040001,57.570000,57.810001,56.407413,12119000
2019-11-15,58.169998,58.700001,57.619999,57.959999,56.553772,16112100
2019-11-18,57.700001,58.480000,57.570000,58.250000,56.836739,16097500
2019-11-19,58.480000,58.650002,57.750000,58.349998,56.934311,17061900
2019-11-20,58.259998,58.360001,57.369999,57.900002,56.495232,18542300
2019-11-21,57.490002,58.299999,57.410000,58.220001,56.807468,16139000
2019-11-22,58.340000,58.650002,57.490002,57.610001,56.212265,15690200
2019-11-25,58.000000,58.840000,58.000000,58.810001,57.383156,15011700
2019-11-26,58.950001,59.130001,58.450001,58.900002,57.470970,22338700
2019-11-27,58.529999,58.590000,57.910000,58.509998,57.090427,18184200
2019-11-29,58.150002,58.299999,57.790001,58.049999,56.641590,9481100
2019-12-02,58.549999,58.689999,57.470001,57.660000,56.261051,19154500
2019-12-03,56.860001,56.860001,55.750000,56.070000,54.709633,25737400
2019-12-04,56.660000,56.660000,55.860001,56.020000,54.660843,18881400
2019-12-05,56.410000,56.410000,55.759998,56.080002,54.719391,17673700
2019-12-06,56.660000,56.990002,56.419998,56.810001,55.431679,16476800
2019-12-09,56.540001,56.959999,56.500000,56.529999,55.158466,14298600
2019-12-10,56.709999,56.830002,56.439999,56.590000,55.217014,16157900
2019-12-11,56.910000,57.169998,56.580002,57.070000,55.685368,20051100
2019-12-12,56.750000,58.049999,56.610001,57.549999,56.153725,27883300
2019-12-13,57.549999,58.340000,57.380001,57.790001,56.387901,22795200
2019-12-16,58.209999,58.570000,57.650002,57.700001,56.300083,19131200
2019-12-17,58.000000,58.099998,57.130001,57.299999,55.909790,21653100
2019-12-18,57.389999,57.459999,56.939999,57.169998,55.782940,28261000
2019-12-19,57.169998,57.990002,56.970001,57.959999,56.553772,18865100
2019-12-20,58.320000,59.049999,57.889999,58.950001,57.519756,49953000
2019-12-23,59.060001,59.779999,59.040001,59.230000,57.792961,23593000
2019-12-24,59.250000,59.480000,59.160000,59.410000,57.968597,6313200
2019-12-26,59.410000,59.849998,59.349998,59.820000,58.368649,11480300
2019-12-27,59.910000,60.480000,59.900002,60.080002,58.622341,14085800
2019-12-30,59.990002,60.049999,59.380001,59.619999,58.173500,12750500
2019-12-31,59.619999,59.930000,59.360001,59.849998,58.397919,14432900
2020-01-02,60.240002,60.970001,60.220001,60.840000,59.363903,18056000
2020-01-03,59.810001,60.700001,59.810001,60.099998,58.641853,15293900
2020-01-06,59.590000,60.200001,59.330002,59.930000,58.475975,17755200
2020-01-07,59.779999,59.799999,58.889999,58.930000,57.500240,21876100
2020-01-08,58.889999,59.320000,58.520000,58.970001,57.539272,23133500
2020-01-09,59.049999,59.509998,58.830002,59.299999,57.861263,18813300
2020-01-10,59.570000,60.080002,58.869999,58.939999,57.509998,15200600
2020-01-13,59.169998,59.779999,59.080002,59.590000,58.144230,16453300
2020-01-14,59.490002,59.740002,59.189999,59.430000,57.988113,17051200
2020-01-15,59.299999,59.650002,58.750000,58.939999,57.509998,18498800
2020-01-16,59.259998,59.840000,59.070000,59.660000,58.212528,21365500
2020-01-17,59.980000,60.000000,59.240002,59.599998,58.153984,21803400
2020-01-21,59.810001,61.250000,59.790001,60.549999,59.080940,28358500
2020-01-22,61.040001,62.849998,60.970001,62.730000,61.208042,29475100
2020-01-23,62.860001,63.709999,62.810001,63.320000,61.783730,42778700
2020-01-24,66.570000,69.290001,66.459999,68.470001,66.808777,84711000
2020-01-27,66.720001,67.419998,65.599998,65.690002,64.096230,30764000
2020-01-28,66.500000,67.580002,65.940002,67.309998,65.676926,30915400
2020-01-29,67.629997,68.059998,66.169998,66.330002,64.720711,18055800
2020-01-30,65.639999,66.500000,64.930000,66.470001,64.857307,18522400
2020-01-31,65.800003,65.980003,63.669998,63.930000,62.378933,25268400
2020-02-03,64.459999,65.040001,64.300003,64.419998,62.857040,16654600
2020-02-04,65.769997,66.059998,64.919998,65.459999,63.871811,20970800
2020-02-05,66.690002,67.599998,66.129997,67.339996,65.706192,23401400
2020-02-06,67.300003,67.400002,66.769997,67.089996,65.784637,17408000
2020-02-07,66.860001,67.300003,66.010002,66.019997,64.735458,18134600
2020-02-10,65.559998,66.400002,65.440002,66.389999,65.098259,22299300
2020-02-11,66.830002,67.709999,66.570000,67.410004,66.098427,17975600
2020-02-12,67.599998,68.089996,67.309998,67.459999,66.147438,15586600
2020-02-13,66.989998,67.650002,66.739998,67.440002,66.127838,11602700
2020-02-14,67.519997,67.860001,66.820000,67.269997,65.961136,13405500
2020-02-18,66.660004,66.690002,65.879997,66.139999,64.853127,12758400
2020-02-19,66.389999,67.199997,66.180000,67.110001,65.804253,13551200
2020-02-20,67.040001,67.290001,64.559998,65.449997,64.176552,26452600
2020-02-21,65.180000,65.250000,64.040001,64.339996,63.088142,20775900
2020-02-24,61.610001,62.770000,61.320000,61.759998,60.558346,26903100
2020-02-25,61.990002,62.279999,59.459999,59.730000,58.567848,34495700
2020-02-26,60.110001,60.820000,59.270000,59.650002,58.489399,26190100
2020-02-27,57.930000,58.509998,55.799999,55.830002,54.743729,42226900
2020-02-28,54.299999,56.380001,53.599998,55.520000,54.439758,60728000
2020-03-02,55.790001,58.220001,54.520000,58.180000,57.048000,43140300
2020-03-03,58.029999,59.020000,55.400002,55.970001,54.881001,49740300
2020-03-04,57.009998,58.709999,56.160000,58.680000,57.538273,29223100
2020-03-05,57.060001,58.660000,56.610001,56.959999,55.851738,29099200
2020-03-06,55.180000,56.009998,54.540001,55.770000,54.684895,36259200
2020-03-09,51.919998,52.709999,50.000000,50.849998,49.860619,56197000
2020-03-10,52.759998,54.000000,50.430000,53.980000,52.929718,36569000
2020-03-11,52.389999,53.540001,51.009998,51.660000,50.654861,38563500
2020-03-12,47.990002,50.090000,45.369999,45.540001,44.653938,50661700
2020-03-13,48.259998,55.000000,47.740002,54.430000,53.370964,48805100
2020-03-16,47.509998,52.250000,43.630001,44.610001,43.742031,53878900
2020-03-17,45.759998,51.630001,45.200001,50.080002,49.105606,52085200
2020-03-18,46.709999,50.049999,45.200001,47.610001,46.683662,49309900
2020-03-19,47.840000,49.230000,45.160000,45.939999,45.046150,44538000
2020-03-20,46.509998,49.419998,45.470001,45.830002,44.938297,52344000
2020-03-23,46.020000,50.490002,45.910000,49.580002,48.615334,46698500
2020-03-24,53.139999,54.639999,51.349998,52.400002,51.380466,50019800
2020-03-25,52.480000,53.790001,49.910000,51.259998,50.262642,41106100
2020-03-26,51.740002,55.950001,51.660000,55.540001,54.459370,41459800
2020-03-27,53.419998,54.639999,52.070000,52.369999,51.351048,31633500
2020-03-30,52.990002,56.099998,52.830002,55.490002,54.410343,31628600
2020-03-31,55.060001,55.799999,53.220001,54.119999,53.066994,48074700
2020-04-01,52.500000,54.689999,51.430000,51.880001,50.870579,29586600
2020-04-02,51.290001,54.560001,51.220001,54.349998,53.292519,27810000
2020-04-03,53.849998,55.130001,52.730000,54.130001,53.076805,23906100
2020-04-06,56.630001,58.770000,56.119999,58.430000,57.293140,32323400
2020-04-07,59.939999,61.490002,58.209999,58.400002,57.263721,41410000
2020-04-08,58.990002,59.509998,57.910000,58.980000,57.832439,26719500
2020-04-09,59.360001,59.720001,56.060001,57.139999,56.028240,40515400
2020-04-13,56.570000,58.770000,56.570000,58.700001,57.557888,23251900
2020-04-14,60.040001,60.900002,59.509998,60.660000,59.479748,25674000
2020-04-15,59.740002,59.830002,58.389999,58.869999,57.724579,22841600
2020-04-16,59.610001,60.959999,58.810001,60.790001,59.607220,24433500
2020-04-17,62.020000,62.130001,59.830002,60.360001,59.185589,27385600
2020-04-20,59.279999,60.040001,58.889999,59.180000,58.028549,26420300
2020-04-21,58.110001,58.599998,55.930000,56.360001,55.263416,25248000
2020-04-22,58.270000,60.500000,57.810001,60.099998,58.930645,23443700
2020-04-23,59.669998,60.099998,58.810001,59.040001,57.891270,35092000
2020-04-24,56.200001,59.400002,56.099998,59.259998,58.106991,50220500
2020-04-27,59.720001,59.830002,58.389999,59.470001,58.312904,25902200
2020-04-28,59.990002,60.220001,58.259998,58.750000,57.606911,28784700
2020-04-29,59.439999,62.029999,59.320000,61.799999,60.597569,30451500
2020-04-30,61.369999,61.540001,59.750000,59.980000,58.812981,26279900
2020-05-01,58.830002,59.320000,57.310001,57.470001,56.351818,21194800
2020-05-04,57.119999,58.070000,56.310001,57.990002,56.861702,18957200
2020-05-05,58.790001,59.299999,58.349998,58.750000,57.606911,17252100
2020-05-06,59.040001,59.950001,58.939999,59.180000,58.356335,17848700
2020-05-07,59.930000,60.099998,58.919998,59.169998,58.346474,14733500
2020-05-08,59.669998,59.779999,59.049999,59.669998,58.839512,20391100
2020-05-11,59.740002,60.840000,59.709999,60.130001,59.293114,18684400
2020-05-12,60.220001,60.639999,58.259998,58.389999,57.577328,16754900
2020-05-13,58.450001,59.230000,56.900002,57.740002,56.936378,21065000
2020-05-14,57.320000,59.150002,56.099998,59.080002,58.257729,21569400
2020-05-15,57.400002,58.369999,56.959999,58.279999,57.468861,21373300
2020-05-18,59.740002,60.279999,59.360001,59.919998,59.086033,20443700
2020-05-19,60.130001,61.770000,59.849998,60.290001,59.450886,21865000
2020-05-20,61.160000,63.490002,61.020000,63.099998,62.221775,30584000
2020-05-21,63.099998,63.799999,61.820000,61.980000,61.117363,20987700
2020-05-22,61.980000,62.320000,61.419998,62.259998,61.393467,14103000
2020-05-26,63.680000,64.139999,62.119999,62.340000,61.472351,20927600
2020-05-27,62.320000,63.590000,61.070000,63.560001,62.675377,19886300
2020-05-28,63.000000,63.450001,61.490002,61.700001,60.841263,17253500
2020-05-29,61.900002,63.660000,61.619999,62.930000,62.054142,33395700
2020-06-01,62.490002,62.660000,61.660000,61.860001,60.999035,14317700
2020-06-02,61.700001,62.169998,60.830002,62.119999,61.255417,20702400
2020-06-03,62.450001,62.540001,61.529999,61.930000,61.068058,16737300
2020-06-04,61.740002,63.470001,61.340000,62.970001,62.093586,22010100
2020-06-05,63.360001,65.110001,63.160000,64.339996,63.444511,26813100
2020-06-08,63.970001,64.150002,62.939999,63.669998,62.783844,21546200
2020-06-09,62.990002,63.709999,62.900002,63.040001,62.162613,23594100
2020-06-10,62.790001,64.290001,62.750000,63.869999,62.981056,21367800
