Date,Disney_unscaled,Disney_monthly,isPartial,scale,Disney
6/7/2020,91,32,FALSE,0.32,29.12
6/8/2020,79,32,,0.32,25.28
6/9/2020,78,32,,0.32,24.96
6/10/2020,81,32,,0.32,25.92
6/11/2020,84,32,,0.32,26.88
6/12/2020,84,32,,0.32,26.88
6/13/2020,89,32,,0.32,28.48
6/14/2020,91,32,FALSE,0.32,29.12
6/15/2020,79,32,,0.32,25.28
6/16/2020,80,32,,0.32,25.6
6/17/2020,79,32,,0.32,25.28
6/18/2020,79,32,,0.32,25.28
6/19/2020,82,32,,0.32,26.24
6/20/2020,87,32,,0.32,27.84
6/21/2020,85,35,FALSE,0.35,29.75
6/22/2020,91,35,,0.35,31.85
6/23/2020,81,35,,0.35,28.35
6/24/2020,84,35,,0.35,29.4
6/25/2020,88,35,,0.35,30.8
6/26/2020,89,35,,0.35,31.15
6/27/2020,95,35,,0.35,33.25
6/28/2020,100,41,FALSE,0.41,41
6/29/2020,88,41,,0.41,36.08
6/30/2020,86,41,,0.41,35.26
7/1/2020,60,41,,0.41,24.6
7/2/2020,65,41,,0.41,26.65
7/3/2020,100,41,,0.41,41
7/4/2020,93,41,,0.41,38.13
7/5/2020,79,39,FALSE,0.39,30.81
7/6/2020,63,39,,0.39,24.57
7/7/2020,61,39,,0.39,23.79
7/8/2020,61,39,,0.39,23.79
7/9/2020,61,39,,0.39,23.79
7/10/2020,62,39,,0.39,24.18
7/11/2020,72,39,,0.39,28.08
7/12/2020,71,35,FALSE,0.35,24.85
7/13/2020,58,35,,0.35,20.3
7/14/2020,58,35,,0.35,20.3
7/15/2020,55,35,,0.35,19.25
7/16/2020,55,35,,0.35,19.25
7/17/2020,57,35,,0.35,19.95
7/18/2020,61,35,,0.35,21.35
7/19/2020,63,33,FALSE,0.33,20.79
7/20/2020,53,33,,0.33,17.49
7/21/2020,51,33,,0.33,16.83
7/22/2020,50,33,,0.33,16.5
7/23/2020,51,33,,0.33,16.83
7/24/2020,56,33,,0.33,18.48
7/25/2020,60,33,,0.33,19.8
7/26/2020,63,32,FALSE,0.32,20.16
7/27/2020,51,32,,0.32,16.32
7/28/2020,50,32,,0.32,16
7/29/2020,49,32,,0.32,15.68
7/30/2020,50,32,,0.32,16
7/31/2020,56,32,,0.32,17.92
8/1/2020,91,32,,0.32,29.12
8/2/2020,96,33,FALSE,0.33,31.68
8/3/2020,80,33,,0.33,26.4
8/4/2020,82,33,,0.33,27.06
8/5/2020,86,33,,0.33,28.38
8/6/2020,83,33,,0.33,27.39
8/7/2020,82,33,,0.33,27.06
8/8/2020,90,33,,0.33,29.7
8/9/2020,93,32,FALSE,0.32,29.76
8/10/2020,80,32,,0.32,25.6
8/11/2020,77,32,,0.32,24.64
8/12/2020,76,32,,0.32,24.32
8/13/2020,80,32,,0.32,25.6
8/14/2020,80,32,,0.32,25.6
8/15/2020,92,32,,0.32,29.44
8/16/2020,93,32,FALSE,0.32,29.76
8/17/2020,79,32,,0.32,25.28
8/18/2020,77,32,,0.32,24.64
8/19/2020,74,32,,0.32,23.68
8/20/2020,75,32,,0.32,24
8/21/2020,81,32,,0.32,25.92
8/22/2020,93,32,,0.32,29.76
8/23/2020,91,32,FALSE,0.32,29.12
8/24/2020,76,32,,0.32,24.32
8/25/2020,77,32,,0.32,24.64
8/26/2020,76,32,,0.32,24.32
8/27/2020,76,32,,0.32,24.32
8/28/2020,83,32,,0.32,26.56
8/29/2020,99,32,,0.32,31.68
8/30/2020,100,37,FALSE,0.37,37
8/31/2020,84,37,,0.37,31.08
9/1/2020,64,37,,0.37,23.68
9/2/2020,67,37,,0.37,24.79
9/3/2020,67,37,,0.37,24.79
9/4/2020,89,37,,0.37,32.93
9/5/2020,100,37,,0.37,37
9/6/2020,95,36,FALSE,0.36,34.2
9/7/2020,78,36,,0.36,28.08
9/8/2020,71,36,,0.36,25.56
9/9/2020,70,36,,0.36,25.2
9/10/2020,66,36,,0.36,23.76
9/11/2020,68,36,,0.36,24.48
9/12/2020,80,36,,0.36,28.8
9/13/2020,82,34,FALSE,0.34,27.88
9/14/2020,67,34,,0.34,22.78
9/15/2020,75,34,,0.34,25.5
9/16/2020,68,34,,0.34,23.12
9/17/2020,66,34,,0.34,22.44
9/18/2020,71,34,,0.34,24.14
9/19/2020,82,34,,0.34,27.88
9/20/2020,83,33,FALSE,0.33,27.39
9/21/2020,68,33,,0.33,22.44
9/22/2020,65,33,,0.33,21.45
9/23/2020,65,33,,0.33,21.45
9/24/2020,65,33,,0.33,21.45
9/25/2020,69,33,,0.33,22.77
9/26/2020,79,33,,0.33,26.07
9/27/2020,79,33,FALSE,0.33,26.07
9/28/2020,62,33,,0.33,20.46
9/29/2020,66,33,,0.33,21.78
9/30/2020,67,33,,0.33,22.11
10/1/2020,76,33,,0.33,25.08
10/2/2020,81,33,,0.33,26.73
10/3/2020,95,33,,0.33,31.35
10/4/2020,96,32,FALSE,0.32,30.72
10/5/2020,75,32,,0.32,24
10/6/2020,74,32,,0.32,23.68
10/7/2020,73,32,,0.32,23.36
10/8/2020,71,32,,0.32,22.72
10/9/2020,74,32,,0.32,23.68
10/10/2020,88,32,,0.32,28.16
10/11/2020,91,32,FALSE,0.32,29.12
10/12/2020,75,32,,0.32,24
10/13/2020,73,32,,0.32,23.36
10/14/2020,70,32,,0.32,22.4
10/15/2020,71,32,,0.32,22.72
10/16/2020,77,32,,0.32,24.64
10/17/2020,91,32,,0.32,29.12
10/18/2020,94,32,FALSE,0.32,30.08
10/19/2020,74,32,,0.32,23.68
10/20/2020,73,32,,0.32,23.36
10/21/2020,73,32,,0.32,23.36
10/22/2020,72,32,,0.32,23.04
10/23/2020,77,32,,0.32,24.64
10/24/2020,89,32,,0.32,28.48
10/25/2020,93,33,FALSE,0.33,30.69
10/26/2020,76,33,,0.33,25.08
10/27/2020,71,33,,0.33,23.43
10/28/2020,71,33,,0.33,23.43
10/29/2020,73,33,,0.33,24.09
10/30/2020,89,33,,0.33,29.37
10/31/2020,100,33,,0.33,33
11/1/2020,52,33,FALSE,0.33,17.16
11/2/2020,40,33,,0.33,13.2
11/3/2020,44,33,,0.33,14.52
11/4/2020,34,33,,0.33,11.22
11/5/2020,35,33,,0.33,11.55
11/6/2020,42,33,,0.33,13.86
11/7/2020,49,33,,0.33,16.17
11/8/2020,50,36,FALSE,0.36,18
11/9/2020,44,36,,0.36,15.84
11/10/2020,41,36,,0.36,14.76
11/11/2020,44,36,,0.36,15.84
11/12/2020,42,36,,0.36,15.12
11/13/2020,48,36,,0.36,17.28
11/14/2020,57,36,,0.36,20.52
11/15/2020,56,55,FALSE,0.55,30.8
11/16/2020,49,55,,0.55,26.95
11/17/2020,100,55,,0.55,55
11/18/2020,84,55,,0.55,46.2
11/19/2020,66,55,,0.55,36.3
11/20/2020,67,55,,0.55,36.85
11/21/2020,73,55,,0.55,40.15
11/22/2020,70,48,TRUE,0.48,33.6
11/23/2020,55,48,,0.48,26.4
